sno,sna,tot,sbi,mday,lat,lng,bemp,act
1392,中正路161巷口,46,7,20210224160341,24.992938,121.499333,39,1
1394,瑞峰橋,44,4,20210224160330,25.10712,121.81041,39,1
1395,民族二街明峰街口,30,4,20210224160345,25.071049,121.635015,26,1
1401,光復國小,38,19,20210224160327,25.015064,121.48193,19,1
1402,世貿國家公園社區,30,6,20210224160338,25.072887,121.658646,23,1
1403,新店新和國小,40,5,20210224160338,24.984975,121.517682,30,1
1404,立德青雲路口,62,12,20210224160317,24.988355,121.460675,50,1
1405,新北市林口行政園區,42,20,20210224160322,25.070158,121.363632,21,1
1406,工建樟樹一路口,36,13,20210224160346,25.063062,121.641033,23,1
1407,中和青年社會住宅,32,7,20210224160316,24.991135,121.519329,25,1
1408,蘆洲李宅古蹟,30,5,20210224160333,25.084959,121.466551,25,1
1409,捷運府中站(2號出口),38,12,20210224160343,25.009537,121.460148,23,1
1410,新莊勞工中心,26,5,20210224160339,25.020332,121.433736,21,1
1411,名利橋,32,9,20210224160339,25.00785,121.500986,22,1
1412,捷運大坪林站(1號出口),26,0,20210224160322,24.982755,121.541249,26,1
1413,福和國中停車場,48,9,20210224160331,25.005011,121.522665,38,1
1414,捷運中原站,74,39,20210224160330,25.007307,121.485051,35,1
1415,福美公園,40,3,20210224160316,25.055033,121.461081,36,1
1416,輔仁大學附設醫院,40,22,20210224160326,25.039272,121.431004,18,1
1417,民視數位媒體總部,40,5,20210224160342,25.079876,121.379259,35,1
1418,五股郵局,32,23,20210224160337,25.101774,121.451127,9,1
1419,新市一路一段99巷口,46,25,20210224160323,25.187429,121.431016,21,1
1420,國泰街111巷口,34,3,20210224160329,25.006321,121.465773,31,1
1421,湳雅觀光夜市(津渡橋),40,16,20210224160336,25.007585,121.45244,24,1
1422,學成公園,34,3,20210224160316,24.988246,121.451187,31,1
1423,鳳祥公園,30,9,20210224160326,24.962819,121.330254,20,1
1424,光明市場,34,0,20201102145127,25.057335,121.491809,0,0
1425,中興路二段100巷口,30,5,20210224160339,24.971355,121.547496,25,1
1426,福和橋,36,3,20210224160336,25.004536,121.52785,32,1
1427,土城國中,32,4,20210224160327,24.962443,121.430347,27,1
1428,安光公園,34,23,20210224160341,24.964233,121.514462,9,1
1429,崇德國小,58,1,20210224160336,25.069378,121.669788,57,1
1430,中華中央路一段242巷口,38,3,20210224160334,24.98551,121.44345,35,1
1431,公五公園,44,2,20210224160317,25.08658,121.44452,42,1
1432,碧潭西岸,40,10,20210224160339,24.956562,121.534795,30,1
1433,樹林大安站,56,33,20210224160328,24.997312,121.421725,20,1
1434,廣停二停車場,36,1,20210224160317,25.075711,121.370261,35,1
1435,民義公園,40,21,20210224160328,25.08835,121.4345,19,1
1436,大崙公園,32,3,20210224160332,25.076613,121.359704,28,1
1437,成州國小,28,9,20210224160336,25.09923,121.45063,19,1
1438,中興北街42巷17弄,34,29,20210224160336,25.05006,121.46892,5,1
1439,江翠國小,34,2,20210224160318,25.03248,121.47442,32,1
1440,華江一華江九路口,40,18,20210224160342,25.032884,121.466442,22,1
1441,三光國小(金滿意),36,2,20210224160333,25.05596,121.496874,34,1
1442,蘆洲中路公園,34,10,20210224160332,25.082299,121.468143,20,1
1443,林口高中,38,19,20210224160334,25.07384,121.3803,19,1
1444,雙和橋,34,7,20210224160324,25.005731,121.505743,26,1
1445,海山高中,52,0,20210224160344,25.009108,121.471493,52,1
1446,環河西路一段95巷口,32,1,20210224160340,25.01783,121.511957,31,1
1447,碧河宮,40,27,20210224160334,24.996726,121.493134,13,1
1448,萬板文聖街口,46,7,20210224160343,25.026295,121.479675,39,1
1449,明德高中,58,28,20210224160320,24.907449,121.364848,29,1
1450,鳳鳴國小,32,14,20210224160322,24.969198,121.334806,15,1
1451,林本源園邸,42,5,20210224160336,25.01086,121.45598,36,1
1452,藍天大樓,36,32,20210224160329,25.053098,121.470165,3,1
1453,忠孝國中,46,0,20210224160337,25.00481,121.461195,46,1
1454,大智公園,30,6,20210224160339,25.063608,121.494449,24,1
1455,國際二國際一路口,38,5,20210224160327,24.976171,121.334938,33,1
1456,三重高中,34,11,20210224160344,25.054777,121.49171,23,1
1457,昌平公園,40,10,20210224160319,25.058664,121.458109,30,1
1458,新北市客家文化園區,38,8,20210224160316,24.941729,121.359538,29,1
1459,台北海洋科技大學,38,10,20210224160328,25.191229,121.427011,28,1
1460,蘭庭序大廈,30,6,20210224160342,25.07207,121.65207,24,1
1461,福和路7巷口,30,4,20210224160328,25.00854,121.524732,25,1
1462,捷運新店區公所站(1號出口),42,17,20210224160323,24.967369,121.541011,24,1
1463,新泰游泳池,26,14,20210224160328,25.045414,121.442734,12,1
1464,森林公園,36,11,20210224160342,24.948177,121.37976,25,1
1465,馥華公園,34,14,20210224160319,25.006117,121.445449,20,1
1466,光復高中,42,31,20210224160319,25.017443,121.482513,11,1
1467,南雅育智路口,46,8,20210224160335,24.953961,121.345824,38,1
1468,穀保家商,38,27,20210224160327,25.068097,121.471028,10,1
1469,文德國小(公館街),38,2,20210224160344,25.021336,121.459595,36,1
1470,學成大成路口,42,3,20210224160335,24.946248,121.382719,39,1
1471,石雕公園,32,24,20210224160327,25.030261,121.469469,8,1
1472,民生縣民大道口,40,21,20210224160343,25.018213,121.471011,19,1
1473,新北市藝文中心(文化路二段124巷),36,3,20210224160322,25.025626,121.471401,33,1
1474,四維公園地下停車場,74,10,20210224160330,25.025618,121.463967,64,1
1475,廣福派出所,34,4,20210224160341,24.988019,121.456247,30,1
1476,新和活動中心,38,3,20210224160321,24.986771,121.521829,35,1
1477,大眾廟,30,12,20210224160318,25.03738,121.45766,18,1
1478,化成公園,32,6,20210224160330,25.04786,121.461962,26,1
1479,龍恩公園,36,17,20210224160331,24.941359,121.370524,19,1
1480,新北市工商展覽中心,46,28,20210224160340,25.064345,121.447585,18,1
1481,金城裕民路口(中正國中),44,0,20210224160336,24.982933,121.456229,44,1
1482,圓通路335巷33弄,32,6,20210224160316,24.988992,121.493033,25,1
1483,海洋公園,36,21,20210224160315,24.94749,121.376895,13,1
1484,浮洲合宜住宅(合宜一路),58,10,20210224160321,24.99652,121.44276,48,1
1485,文山國中,30,11,20210224160334,24.95531,121.53927,19,1
1486,臺北大學(資訊中心),56,49,20210224160328,24.94317,121.36952,7,1
1487,捷運府中站(1號出口),76,33,20210224160343,25.00818,121.45901,43,1
1488,新莊田徑場,42,11,20210224160232,25.04357,121.45244,31,1
1489,新泰國中,30,0,20210224160345,25.04288,121.44426,30,1
1490,碧潭渡船頭,32,9,20210224160337,24.9531,121.53746,23,1
1491,山佳火車站,32,12,20210224160325,24.97222,121.39264,20,1
1492,新北市勞工活動中心,34,29,20210224160337,25.06149,121.45098,5,1
1493,板橋重慶公園,40,9,20210224160318,25.00008,121.46316,31,1
1494,林口社區運動公園(公園路),40,22,20210224160322,25.07464,121.3744,18,1
1495,山北公園,32,5,20210224160345,25.00653,121.50014,27,1
1496,捷運景平站,38,10,20210224160345,24.99202,121.51563,28,1
1497,中港大排願景館,30,7,20210224160338,25.05894,121.45117,23,1
1498,頭前國小,30,3,20210224160339,25.05248,121.46527,27,1
1499,輕軌淡金北新站,46,15,20210224160329,25.18018,121.45333,31,1
1500,忠孝活動中心,28,1,20210224160319,25.01677,121.51528,27,1
1501,淡水海關碼頭園區,40,26,20210224160342,25.17476,121.43155,13,1
1502,縣民漢生東路口,14,7,20210224160341,25.0156,121.46709,7,1
1503,時光公園,40,6,20210224160341,25.03615,121.47973,34,1
1504,積穗國中,32,4,20210224160316,24.99977,121.47808,28,1
1505,員和公園,68,15,20210224160336,24.97904,121.44254,53,1
1506,環河公園,36,6,20210224160317,25.01666,121.45064,29,1
1507,中興中正路口,30,1,20210224160338,24.96991,121.54617,29,1
1508,新莊國民運動中心,40,6,20210224160334,25.03961,121.44962,34,1
1509,佳和公園(中山路二段64巷),36,0,20201109153016,25.00469,121.50296,0,1
1510,三鶯國民運動中心,32,11,20210224160335,24.93614,121.36941,21,1
1511,彩虹兒童公園,36,8,20210224160340,25.08871,121.4646,28,1
1512,崇林國中,34,8,20210224160338,25.06754,121.37134,26,1
1513,碧華公園(集勇街),30,4,20210224160326,25.08415,121.48554,26,1
1514,延吉街47巷口,28,0,20201102150933,24.98769,121.47222,0,1
1515,大觀路二段19巷,30,4,20210224160320,25.00256,121.45079,26,1
1516,成泰路一段(中油),26,7,20210224160317,25.07843,121.43565,19,1
1517,清和里(青雲路),32,0,20210224160339,24.97512,121.45874,32,1
1601,輕軌濱海沙崙站,30,19,20210224160341,25.18995,121.4306,11,1
1602,輕軌淡海新市鎮站,30,15,20210224160328,25.19623,121.43286,15,1
1603,輕軌崁頂站,30,9,20210224160338,25.20125,121.43502,21,1
1604,輕軌淡江大學站,40,4,20210224160318,25.17653,121.45613,36,1
1605,輕軌新市一路站,34,18,20210224160322,25.18345,121.44837,16,1
1607,四川忠孝路口,34,1,20210224160318,25.00149,121.45924,33,1
1608,陸光國宅,30,12,20210224160343,25.08881,121.43079,18,1
1609,仁化文新路口,36,3,20210224160329,25.03463,121.47919,33,1
1610,中山新興街口,40,12,20210224160339,24.97499,121.40023,28,1
1611,信義公園市民活動中心,34,7,20210224160344,24.9917,121.4575,27,1
1612,文中小停車場,40,3,20210224160340,25.05899,121.48255,37,1
1613,安康高中,70,0,20210224160336,24.96886,121.51505,69,1
1614,中正路284巷,28,2,20210224160402,24.9747,121.53842,26,1
1615,御史路1巷,30,3,20210224160334,25.09044,121.44192,27,1
1616,新市二路二段,30,2,20210224160340,25.19524,121.42793,28,1
1617,光明街,28,9,20210224160333,24.96316,121.54009,19,1
1618,環河西路三段(日安社區),32,8,20210224160339,25.00774,121.49321,23,1
1619,民生中山路口,30,0,20210224160344,25.01606,121.47346,27,1
1620,重慶國小,30,2,20210224160330,24.99373,121.46253,28,1
1621,板橋真武廟,34,6,20210224160324,25.02046,121.48594,27,1
1622,鶯歌國民運動中心,36,2,20210224160330,24.95134,121.35775,34,1
1623,南雅公園,40,19,20210224160319,25.00387,121.45516,19,1
1624,中正民權路口,96,30,20210224160323,24.98263,121.5336,66,1
1625,捷運新埔站(1號出口),60,27,20210224160329,25.0235,121.46745,33,1
1626,中原東街(左岸牡丹園),38,3,20210224160329,25.0129,121.48592,35,1
1627,土城仁愛社區公園,34,2,20210224160326,24.98039,121.46062,31,1
1628,五峰國中,34,8,20210224160321,24.96591,121.54323,26,1
1629,大崁國小,36,8,20210224160343,25.16064,121.41938,28,1
1630,東海高中,40,22,20210224160324,25.06484,121.47942,18,1
1631,中山1號科技總部,42,29,20210224160320,24.96045,121.41212,12,1
1632,中平國中,40,15,20210224160321,25.05426,121.44407,25,1
1633,仁愛街70巷口,32,4,20210224160326,25.09398,121.47126,26,1
1634,中印青潭廠,26,7,20210224160337,24.95446,121.55947,19,1
1635,淡江大學(水源街),62,3,20210224160319,25.17457,121.45236,59,1
1636,健華新城社區,52,36,20210224160337,25.01927,121.4653,16,1
1637,美麗新淡海影城,32,5,20210224160322,25.19783,121.43878,27,1
1638,寶橋路235巷口,36,11,20210224160318,24.97955,121.55234,25,1
1639,安康立體停車場,40,6,20210224160323,24.96261,121.51267,34,1
1640,全球傳動科技公司,38,25,20210224160345,25.00801,121.41481,13,1
1641,興南路二段34巷口,32,0,20210224160326,24.98539,121.50701,31,1
1642,復興民生街口,38,4,20210224160317,24.93701,121.37324,34,1
1643,環河西大漢街口,40,1,20210224160330,25.03183,121.4612,39,1
1644,十三行博物館,46,19,20210224160317,25.15697,121.40588,27,1
1645,莒光國小,30,6,20210224160331,25.02565,121.47465,23,1
1646,林口郵局,38,4,20210224160316,25.06667,121.36453,34,1
1647,竹林山觀音寺,34,15,20210224160337,25.08452,121.38983,19,1
1648,青潭河濱公園,30,3,20210224160327,24.95091,121.5474,26,1
1649,捷運中和站,36,15,20210224160320,25.00221,121.49587,21,1
1650,公23公園,30,13,20210224160337,25.19985,121.42891,17,1
1651,捷運秀朗橋站,42,10,20210224160334,24.99039,121.52549,31,1
1652,板橋中山公園,30,16,20210224160335,25.02336,121.47109,14,1
1653,民有公園,40,3,20210224160323,25.00868,121.47475,37,1
1654,仁愛街112巷,40,7,20210224160335,25.07486,121.49488,33,1
1655,華新街109巷11弄,50,2,20210224160328,24.97996,121.50873,48,1
1656,康寧街307巷,40,8,20210224160330,25.06809,121.62697,32,1
1657,中興橋(環河南路254巷口),40,12,20210224160316,25.05052,121.49138,28,1
1658,新林國小,40,19,20210224160344,25.07016,121.35995,21,1
1659,滬尾藝文休閒園區,26,19,20210224160330,25.17594,121.42851,7,1
1660,康福公園,28,2,20210224160328,25.06894,121.63748,26,1
1661,新市二路四段,28,4,20210224160335,25.19254,121.44185,24,1
1662,義山新市一路口,30,13,20210224160316,25.18623,121.43736,17,1
1663,中信國小,40,1,20210224160316,25.05572,121.44957,38,1
1664,捷運板新站,82,6,20210224160328,25.01409,121.47124,76,1
1665,三抱竹,34,4,20210224160325,24.99864,121.44139,30,1
1667,慈愛公園,30,12,20210224160342,25.08119,121.48461,18,1
1668,汐止火車站停車場,100,35,20210224160327,25.06795,121.66168,64,1
1669,頂埔市場,34,7,20210224160330,24.95819,121.41508,26,1
1670,樹林藝文綜合行政大樓,60,30,20210224160324,24.99546,121.4291,30,1
1671,光華橋(保平路),36,8,20210224160340,25.00452,121.5079,28,1
1672,台北花園廣場社區,30,1,20210224160319,25.06414,121.426,29,1
1673,民權社區活動中心,34,3,20210224160316,24.99778,121.51968,31,1
1674,捷運新埔站(5號出口),56,32,20210224160322,25.02402,121.46828,24,1
1675,捷運橋和站,70,20,20210224160317,25.00559,121.48921,50,1
1676,國中二甲路口,30,10,20210224160328,24.9395,121.33867,20,1
1677,陽光Park社區,32,2,20210224160336,24.9794,121.51555,30,1
1678,捷運十四張站,80,9,20210224160401,24.9845,121.52793,71,1
1679,芳洲八路,30,15,20210224160317,25.0888,121.44637,13,1
1680,後竹圍市民活動中心,32,1,20210224160328,25.07246,121.48576,31,1
1681,林口國民運動中心,40,20,20210224160320,25.08601,121.38093,20,1
1682,中央路一段292巷口,48,9,20210224160331,24.98265,121.44368,39,1
1683,深坑松柏街,34,10,20210224160320,25.01096,121.63852,24,1
1684,金美國小,36,10,20210224160320,25.21973,121.63633,25,1
1685,金山八德街,38,15,20210224160325,25.22365,121.63469,22,1
1687,寶橋路78巷口,44,16,20210224160327,24.97368,121.5476,26,1
1688,鳳福公園,40,8,20210224160327,24.97572,121.32938,32,1
1689,林口新創園,32,10,20210224160341,25.07583,121.37609,22,1
1690,漳和國中,50,20,20210224160317,25.00241,121.505,30,1
1691,遠東動力企業總部,36,23,20210224160322,25.03113,121.42999,13,1
1692,清水社區公園,54,5,20210224160320,24.984,121.46289,49,1
1693,國立師範大學林口校區(測試站),16,7,20210224160321,25.06804,121.39795,9,1
1694,斬龍山遺址文化公園,50,26,20210224160327,24.97657,121.44775,24,1
1695,長安橋(吉祥街12巷),54,7,20210224160343,25.08033,121.66846,46,1
1696,三重商工(後竹圍街),36,7,20210224160345,25.07031,121.47976,29,1
1698,浮洲合宜住宅(合宜合安一路口),50,22,20210224160323,24.99849,121.44863,28,1
1699,中正福海街口,44,5,20210224160340,25.03459,121.44489,38,1
1700,德光莒光路口,38,2,20210224160333,25.00459,121.47134,35,1
1701,捷運幸福站,54,29,20210224160322,25.04958,121.46052,25,1
1702,成泰路4段22巷,32,14,20210224160325,25.10826,121.45596,17,1
1703,新店高中(中央路),42,8,20210224160315,24.97508,121.53103,34,1
1704,藝文二永翠路口(青峰社區),40,13,20210224160341,25.02142,121.45221,27,1
1705,新店行政園區,100,27,20210224160334,24.96757,121.54205,73,1
1706,中角灣,28,12,20210224160330,25.239,121.63234,15,1
1707,俊興三龍街口,30,11,20210224160323,25.01704,121.41821,19,1
1708,綠湖公園,44,13,20210224160337,24.97756,121.54751,31,1
1709,捷運景安站,82,49,20210224160329,24.99352,121.50472,33,1
1710,林口婦幼公園,28,8,20210224160319,25.07231,121.37752,20,1
1712,湖南市民活動中心,30,4,20210224160344,25.08423,121.37428,26,1
1713,埤墘公園,30,4,20210224160335,25.02332,121.47422,26,1
1714,德泰公園,28,5,20210224160341,25.06802,121.43473,22,1
1715,華江一華江六路口(仰真社區),38,13,20210224160324,25.03402,121.47025,22,1
1716,華江一華江五路口(雙江翠社區),40,18,20210224160338,25.03456,121.47252,21,1
1717,捷運新埔民生站,32,14,20210224160335,25.025979,121.466567,18,1
1718,野柳地質公園,50,3,20210224160333,25.204771,121.690132,45,1
1719,白沙灣,50,9,20210224160336,25.285491,121.522085,41,1
1720,文化路二段182巷1弄,40,25,20210224160339,25.029258,121.472405,13,1
1721,淺水灣,50,26,20210224160338,25.252317,121.471307,24,1
1722,安居公教住宅,30,17,20210224160341,24.959504,121.512927,13,1
1723,林建生紀念圖書館,34,7,20210224160323,25.088434,121.469879,25,1
1724,永翠藝文街口(大禾社區),38,11,20210224160325,25.01801,121.45029,24,1
1725,三峽國中,50,2,20210224160332,24.938882,121.369399,48,1
1726,宏匯廣場,40,19,20210224160321,25.059319,121.449083,20,1
1727,八里行政中心,36,6,20210224160334,25.153974,121.407211,30,1
1728,疏洪東竹圍仔街口,18,7,20210224160339,25.048614,121.486398,9,1
1729,民生路156巷,26,0,20210224160337,24.982019,121.527509,26,1
1730,深澳漁港,30,13,20210224160340,25.129973,121.818566,17,1
1731,新北大道昌平街口(臨時站),16,9,20210224160315,25.060353,121.454735,7,1
1732,新泰路255巷口,36,15,20210224160340,25.039314,121.442696,20,1
1734,中華城林路口,44,31,20210224160332,24.974993,121.438631,12,1
1736,中山八德街口,32,8,20210224160337,24.985156,121.417765,24,1
1738,輕軌漁人碼頭站,50,17,20210224160331,25.18202,121.41882,33,1
1739,凌雲路一段158巷口,30,5,20210224160339,25.10352,121.4481,25,1
1741,央北青年社會住宅,58,1,20210224160344,24.98263,121.52643,56,1
1742,瓊林公園,30,6,20210224160318,25.02629,121.44245,24,1
1745,永翠藝文街口(柏克萊公園社區),40,4,20210224160323,25.01811,121.45066,36,1
1747,輕軌沙崙站,30,20,20210224160331,25.18737,121.41675,8,1
1748,深坑雲鄉路,16,5,20210224160320,24.99988,121.62101,11,1
1749,三峽國光青年社會住宅,52,11,20210224160327,24.93743,121.37686,40,1
1753,四維國凱街口(立天下社區),40,0,20210224160320,24.97932,121.42241,0,0
1757,中山環金路口,34,1,20210224160321,25.21794,121.6414,32,1
1760,龍米停車場,36,4,20210224160343,25.15678,121.43604,32,1
1761,雙和醫院,30,12,20210224160316,24.99367,121.49411,18,1
1763,捷運三重站(1號出口),40,5,20210224160333,25.05464,121.48322,35,1
0001,捷運市政府站(3號出口),180,29,20210224161044,25.0408578889,121.567904444,147,1
0002,捷運國父紀念館站(2號出口),48,2,20210224161043,25.041254,121.55742,46,1
0003,台北市政府,40,8,20210224161038,25.0377972222,121.565169444,32,1
0004,市民廣場,60,23,20210224161022,25.0360361111,121.562325,37,1
0005,興雅國中,60,44,20210224161023,25.0365638889,121.5686639,15,1
0006,臺北南山廣場,80,34,20210224161025,25.034047,121.565973,46,1
0007,信義廣場(台北101),80,1,20210224161026,25.0330388889,121.565619444,79,1
0008,世貿三館,60,13,20210224161018,25.0352138889,121.563688889,47,1
0009,松德站,40,14,20210224161039,25.031785, 121.57448,26,1
0010,台北市災害應變中心,54,1,20210224161044,25.0286611111,121.566116667,53,1
0011,三張犁,50,15,20210224161037,25.034937,121.55762,35,1
0012,臺北醫學大學,48,17,20210224161043,25.026679,121.561747,30,1
0013,福德公園,58,4,20210224161026,25.03809,121.58367,53,1
0014,榮星花園,32,2,20210224161031,25.06424,121.54037,29,1
0016,松山家商,48,4,20210224161030,25.036084,121.579135,44,1
0017,民生光復路口,34,29,20210224161041,25.05862,121.55514,5,1
0018,臺北市藝文推廣處,40,0,20210224161020,25.049408,121.55261,40,1
0019,象山公園,30,18,20210224161027,25.02863,121.56981,12,1
0020,捷運科技大樓站,58,5,20210224161025,25.025896,121.543293,53,1
0021,民生敦化路口,66,13,20210224161042,25.057985,121.548982,52,1
0022,松山車站,44,0,20210224161037,25.048824,121.57845,44,1
0023,東新國小,32,1,20210224161031,25.055074,121.602798,31,1
0024,信義建國路口,46,19,20210224161039,25.03293,121.53747,27,1
0025,永吉松信路口,30,5,20210224161019,25.04543,121.57205,25,1
0026,捷運昆陽站(1號出口),72,58,20210224161021,25.050142,121.592375,14,1
0027,捷運南港展覽館站(5號出口),38,4,20210224161026,25.05469,121.61669,34,1
0028,五常公園,32,3,20210224161024,25.04814,121.57467,29,1
0029,金山愛國路口,54,39,20210224161037,25.03164,121.52655,15,1
0030,基隆長興路口,74,41,20210224161020,25.017054,121.544352,32,1
0031,辛亥新生路口,30,10,20210224161023,25.022413,121.53456,19,1
0032,捷運六張犁站,38,1,20210224161042,25.023884,121.553161,37,1
0033,中崙高中,46,23,20210224161042,25.04878,121.56087,23,1
0034,捷運行天宮站(1號出口),32,3,20210224161031,25.058369,121.532934,29,1
0035,捷運行天宮站(3號出口),30,0,20210224161038,25.059978,121.533302,30,1
0036,臺大資訊大樓,72,51,20210224161022,25.02101,121.54153,21,1
0037,捷運東門站(4號出口),46,7,20210224161020,25.0337,121.528988,39,1
0038,臺灣師範大學(圖書館),32,1,20210224161043,25.026603,121.529440,30,1
0039,南港世貿公園,26,11,20210224161018,25.058,121.61422,15,1
0040,玉成公園,34,0,20210224161016,25.04287,121.58640,34,1
0041,中研公園,30,2,20210224161018,25.047425,121.613706,28,1
0042,捷運後山埤站(1號出口),38,9,20210224161016,25.04431,121.58174,29,1
0043,凌雲市場,30,2,20210224161042,25.035639,121.614154,28,1
0044,捷運南港軟體園區站(2號出口),36,21,20210224161015,25.05973,121.616187,15,1
0045,捷運公館站(2號出口),30,24,20210224161018,25.01476  ,121.534538 ,6,1
0046,南港國小,58,25,20210224161030,25.056504,121.611389,33,1
0047,捷運忠孝新生站(4號出口),32,18,20210224161028,25.042275,121.533939,14,1
0048,南港車站(忠孝東路),38,7,20210224161040,25.05247,121.608202,31,1
0049,龍門廣場,52,20,20210224161027,25.040901,121.548252  ,32,1
0050,民權運動公園,52,16,20210224161021,25.062002,121.560186,36,1
0051,建國農安街口,44,0,20210224161025,25.065031,121.536775  ,44,1
0052,建國長春路口,30,17,20210224161043,25.054761,121.536925,13,1
0053,八德市場,26,9,20210224161017,25.044781,121.536609,17,1
0054,臺北市立圖書館(總館),30,11,20210224161044,25.028798,121.538073,19,1
0055,臺北田徑場,46,25,20210224161034,25.049505,121.549408,21,1
0056,仁愛林森路口,42,6,20210224161026,25.038954,121.522334,36,1
0057,新生和平路口,46,10,20210224161027,25.026217,121.53519,34,1
0058,捷運善導寺站(1號出口),36,22,20210224161019,25.045267,121.522200 ,14,1
0059,林森公園,32,9,20210224161016,25.052227,121.525805,23,1
0060,中山行政中心,30,6,20210224161044,25.064317,121.533487 ,23,1
0061,台灣科技大學,86,9,20210224161016,25.0131,121.539723 ,77,1
0062,南昌公園,34,2,20210224161021,25.026827,121.520258,32,1
0063,仁愛醫院,36,24,20210224161043,25.037569,121.545632,12,1
0064,國家圖書館,50,33,20210224161043,25.037773,121.517029,17,1
0065,青年公園3號出口,38,6,20210224161025,25.022725,121.502708 ,32,1
0066,師範大學公館校區,42,6,20210224161027,25.007528,121.537188 ,35,1
0067,捷運臺大醫院(4號出口),48,3,20210224161025,25.042973,121.516428,45,1
0068,國興青年路口,36,11,20210224161030,25.025865,121.506536,25,1
0069,興豐公園,34,1,20210224161027,24.999837,121.547778,26,1
0070,捷運台北101/世貿站,52,0,20210224161027,25.032752,121.561645,52,1
0071,捷運信義安和站(4號出口),30,0,20210224161037,25.032985,121.554204,28,1
0072,新生長安路口,42,8,20210224161015,25.048611,121.529346,34,1
0073,酒泉延平路口,32,12,20210224161025,25.072228,121.510195,18,1
0074,信義連雲街口,40,8,20210224161033,25.033817,121.530547,32,1
0075,基隆光復路口,30,2,20210224161037,25.0300508,121.557635,27,1
0076,新生長春路口,36,13,20210224161045,25.056387,121.527522,23,1
0077,民生活動中心,32,11,20210224161028,25.059147,121.56297,21,1
0078,捷運圓山站(2號出口),52,7,20210224161043,25.071824,121.519287,45,1
0079,捷運民權西路站(3號出口),50,37,20210224161036,25.061285,121.520205,13,1
0080,華江高中,44,0,20210224161020,25.02751,121.495869,44,1
0081,捷運台電大樓站(2號出口),40,11,20210224161024,25.020547,121.528552,29,1
0082,捷運西門站(3號出口),60,20,20210224161030,25.041778,121.508693 ,40,1
0083,捷運大安森林公園站,74,66,20210224161026,25.033344,121.534236,8,1
0084,復華花園新城,38,7,20210224161043,25.029705,121.502899,31,1
0085,信義敦化路口,46,6,20210224161040,25.033362,121.54911,40,1
0086,民權復興路口,36,8,20210224161024,25.062344,121.545138,27,1
0087,捷運大安站,48,23,20210224161036,25.033078,121.543057,25,1
0088,捷運象山站,62,22,20210224161022,25.032922, 121.57087,40,1
0089,和平重慶路口,44,1,20210224160945,25.027323,121.516385,43,1
0090,老松國小,44,14,20210224161026,25.037783,121.501708,30,1
0091,市立美術館,36,19,20210224161023,25.070629,121.523268,17,1
0092,開封西寧路口,42,8,20210224161033,25.046618,121.507169,34,1
0093,吳興公車總站,56,4,20210224160925,25.023877,121.569836,52,1
0094,捷運景美站,52,16,20210224161038,24.993254,121.541059,36,1
0095,東園國小,32,7,20210224161025,25.023393,121.497679,24,1
0096,三民公園,30,3,20210224161018,25.061567,121.566558,27,1
0097,捷運劍潭站(2號出口),52,5,20210224161038,25.082825,121.524721,47,1
0098,羅斯福景隆街口,42,5,20210224161017,24.999378,121.540197,37,1
0099,捷運雙連站(2號出口),42,0,20201029115850,25.057866,121.520711,2,1
0100,金山市民路口,40,17,20210224161041,25.045753,121.530697,23,1
0101,華山文創園區,50,0,20201102145643,25.043668,121.528487,0,0
0102,臺北市客家文化主題公園,32,2,20210224161033,25.02043,121.525322,29,1
0103,萬華車站,60,7,20210224161033,25.033639,121.503028,53,1
0104,台北花木批發市場,38,1,20210224161022,25.004023,121.54074,37,1
0105,峨嵋停車場,42,12,20210224160930,25.044412,121.505409,30,1
0106,西園艋舺路口,44,6,20210224161036,25.032932,121.497674,37,1
0107,捷運小南門站(1號出口),54,20,20210224161023,25.036402,121.509422,33,1
0108,臺北孔廟,32,8,20210224161037,25.073306,121.515843,24,1
0109,林安泰古厝,36,5,20210224161034,25.071606,121.530805,31,1
0110,文湖國小,44,1,20210224161033,25.086376,121.560888,42,1
0111,捷運忠孝復興站(2號出口),54,6,20210224161021,25.040184,121.543497,48,1
0112,捷運新北投站,48,37,20210224161015,25.137456,121.503124,11,1
0113,仁愛逸仙路口,38,5,20210224161016,25.037724,121.561178,33,1
0114,蘭雅公園,30,22,20210224161032,25.109908,121.530386,8,1
0115,臺北轉運站,68,7,20210224161037,25.048222,121.520526,61,1
0116,福林公園,44,14,20210224161023,25.096122,121.530215,30,1
0117,捷運北投站,58,14,20210224161045,25.132581,121.498618,43,1
0118,大業大同街口,36,11,20210224161024,25.136929,121.499152,25,1
0119,捷運劍南路站(2號出口),68,28,20210224161038,25.08418,121.555116,40,1
0120,捷運龍山寺站(1號出口),46,0,20210224161029,25.035479,121.50026,46,1
0121,龍江南京路口,66,10,20210224161041,25.05298,121.540568,55,1
0122,捷運港墘站(2號出口),50,6,20210224161044,25.079666,121.57584,39,1
0123,天母運動公園,44,0,20210224161017,25.116325,121.534136,43,1
0124,振華公園,36,12,20210224161029,25.115863,121.518163,23,1
0125,華西公園,30,8,20210224161035,25.038609,121.498495,21,1
0126,敦化基隆路口,30,23,20210224161043,25.022073,121.548336,7,1
0127,東湖國中,40,31,20210224161031,25.073277,121.619521,9,1
0128,成功國宅,36,1,20210224161016,25.026808,121.546726,35,1
